Term,LoanStatus,BorrowerRate,LenderYield,ProsperScore,ListingCategory (numeric),EmploymentStatus,LoanOriginalAmount,EstimatedLoss,EstimatedReturn,IncomeVerifiable
36,PastDue,0.3199,0.3099,4.0,1,Employed,6104,0.147,0.1487,True
36,Current,0.3177,0.3077,4.0,3,Employed,2000,0.165,0.1246,True
36,Current,0.1824,0.1724,5.0,1,Employed,13000,0.0674,0.0941,True
36,Completed,0.1089,0.0989,7.0,15,Employed,2000,0.0299,0.0687,True
36,Current,0.1029,0.0929,8.0,1,Employed,3000,0.0299,0.05984,True
60,Current,0.2181,0.2081,4.0,1,Self-employed,15000,0.0624,0.1408,False
60,PastDue,0.198,0.188,5.0,3,Self-employed,8750,0.0849,0.08926,False
36,Current,0.0649,0.0549,10.0,1,Employed,13500,0.015,0.0399,True
36,Current,0.0974,0.0874,8.0,16,Employed,4500,0.0249,0.06,True
60,Current,0.2672,0.2572,2.0,3,Employed,10000,0.1125,0.123,True
36,Completed,0.275,0.265,7.0,7,Employed,1500,0.108,0.1504,False
36,Current,0.1459,0.1359,6.0,1,Self-employed,8500,0.0474,0.0818,False
60,Completed,0.3049,0.2949,5.0,1,Employed,11113,0.112,0.1755,True
60,Completed,0.1914,0.1814,5.0,1,Employed,4000,0.0649,0.1053,True
60,Current,0.14,0.13,8.0,1,Employed,11251,0.0499,0.07343999999999999,True
36,Completed,0.0825,0.0725,10.0,1,Employed,18750,0.0155,0.057,True
36,Completed,0.103,0.093,9.0,1,Full-time,5000,0.021,0.0717,True
60,Current,0.1269,0.1169,10.0,1,Employed,25800,0.0374,0.0748,True
60,Current,0.1189,0.1089,7.0,8,Employed,20000,0.0374,0.06706000000000001,True
60,Chargedoff,0.183,0.173,8.0,1,Employed,15000,0.042,0.128,True
36,Chargedoff,0.149,0.139,10.0,1,Full-time,15000,0.0595,0.0772,True
60,Current,0.2489,0.2389,7.0,7,Other,2000,0.089,0.1442,True
60,Current,0.1795,0.1695,4.0,1,Employed,7000,0.0774,0.08027000000000001,True
36,Current,0.2566,0.2466,2.0,1,Employed,8500,0.1175,0.1079,True
36,Chargedoff,0.2575,0.2475,8.0,1,Full-time,3500,0.098,0.1434,True
60,Current,0.1296,0.1196,8.0,1,Employed,12500,0.02,0.0992,True
60,Completed,0.1419,0.1319,7.0,1,Employed,13800,0.0424,0.0836,True
36,Current,0.0879,0.0779,9.0,7,Employed,3500,0.0224,0.05342,True
36,Current,0.3199,0.3099,2.0,3,Not employed,4000,0.195,0.0967,False
36,Current,0.1435,0.1335,4.0,1,Employed,8500,0.0524,0.074,True
36,Completed,0.08,0.07,10.0,1,Full-time,6375,0.0155,0.0545,True
36,Completed,0.1365,0.1265,8.0,1,Employed,14000,0.0495,0.0749,True
36,Current,0.1449,0.1349,7.0,7,Employed,5113,0.042,0.0906,True
36,Current,0.1039,0.0939,9.0,1,Employed,12000,0.0299,0.06081,True
36,Current,0.2324,0.2224,6.0,7,Employed,7000,0.1025,0.1145,True
60,Current,0.157,0.147,8.0,1,Other,20000,0.0649,0.07295,True
36,Current,0.316,0.306,1.0,1,Self-employed,5000,0.149,0.143,False
36,Completed,0.35,0.34,6.0,1,Full-time,10500,0.147,0.1773,True
36,Chargedoff,0.2272,0.2172,3.0,18,Other,15000,0.0975,0.1025,True
36,Chargedoff,0.3435,0.3335,5.0,2,Self-employed,3000,0.142,0.1761,False
60,Completed,0.1769,0.1669,5.0,1,Employed,16500,0.0574,0.1001,True
60,Chargedoff,0.2489,0.2389,7.0,1,Employed,7000,0.089,0.1442,True
36,Completed,0.1799,0.1699,9.0,7,Employed,5000,0.0595,0.1074,True
36,Completed,0.35,0.34,5.0,7,Full-time,1200,0.18,0.1399,True
36,Completed,0.2199,0.2099,6.0,2,Employed,3200,0.0925,0.1123,True
36,Completed,0.07,0.06,10.0,3,Full-time,1200,0.006,0.054,True
36,Completed,0.2775,0.2675,7.0,2,Employed,4500,0.098,0.1628,True
60,Current,0.2359,0.2259,3.0,1,Employed,11500,0.0925,0.116,True
36,Chargedoff,0.2019,0.1919,8.0,6,Employed,8500,0.0799,0.0984,True
36,Current,0.1449,0.1349,6.0,1,Employed,2500,0.042,0.0906,True
36,Current,0.1465,0.1365,6.0,1,Other,10000,0.0549,0.07408,True
36,Current,0.2452,0.2352,6.0,1,Employed,8000,0.119,0.1104,True
36,Current,0.2699,0.2599,6.0,1,Employed,3500,0.112,0.1414,True
36,Current,0.2159,0.2059,3.0,2,Employed,9250,0.0899,0.1004,True
36,Chargedoff,0.2346,0.2246,6.0,1,Employed,5500,0.1025,0.1039,True
36,PastDue,0.2148,0.2048,7.0,3,Employed,5000,0.089,0.111,True
36,Completed,0.078,0.068,10.0,7,Employed,2000,0.0155,0.0525,True
36,Current,0.1199,0.1099,10.0,1,Employed,14000,0.0349,0.07078,True
36,Completed,0.092,0.082,9.0,1,Full-time,5800,0.021,0.0608,True
36,Current,0.1199,0.1099,8.0,1,Employed,5000,0.0399,0.06526,True
36,Completed,0.1029,0.0929,8.0,1,Full-time,8000,0.026,0.0666,True
36,Chargedoff,0.2487,0.2387,4.0,1,Employed,3000,0.105,0.1278,False
36,Current,0.152,0.142,5.0,1,Employed,5000,0.0524,0.08209,True
60,Current,0.1914,0.1814,9.0,1,Employed,25000,0.0649,0.1053,True
36,Current,0.0869,0.0769,9.0,2,Employed,4000,0.0199,0.05516,True
36,Current,0.0804,0.0704,10.0,1,Employed,18000,0.015,0.0554,True
60,Completed,0.2489,0.2389,6.0,1,Employed,13000,0.0925,0.1281,True
60,Chargedoff,0.3232,0.3132,3.0,19,Employed,3500,0.1475,0.1374,True
60,Current,0.1914,0.1814,4.0,1,Employed,4000,0.0649,0.1053,True
60,Current,0.1399,0.1299,9.0,1,Employed,15000,0.0449,0.0789,True
36,Current,0.231,0.221,5.0,1,Other,4000,0.1075,0.09512000000000001,True
36,Current,0.1039,0.0939,9.0,7,Employed,5000,0.0299,0.06081,True
12,Completed,0.2669,0.2569,4.0,7,Self-employed,3000,0.147,0.0982,False
60,Current,0.1049,0.0949,9.0,1,Employed,10000,0.0274,0.0645,True
36,Completed,0.104,0.094,9.0,7,Full-time,1000,0.021,0.0727,False
36,Current,0.0899,0.0799,8.0,18,Employed,5000,0.02,0.0597,True
60,Current,0.2506,0.2406,3.0,13,Employed,10000,0.1025,0.1186,True
36,Current,0.1679,0.1579,8.0,1,Employed,15000,0.0599,0.0888,True
36,Completed,0.2625,0.2525,8.0,3,Self-employed,2500,0.1,0.1463,False
60,Current,0.2099,0.1999,4.0,1,Self-employed,10000,0.0749,0.1115,False
60,Current,0.1819,0.1719,5.0,14,Employed,10000,0.0599,0.102,True
60,Current,0.194,0.184,6.0,12,Employed,25000,0.0874,0.08279,True
36,Completed,0.1029,0.0929,9.0,7,Employed,6500,0.026,0.0666,True
36,Current,0.1799,0.1699,8.0,7,Employed,3500,0.0595,0.1074,True
36,Completed,0.35,0.34,6.0,1,Full-time,6000,0.14,0.1843,True
36,Completed,0.1599,0.1499,8.0,1,Employed,14000,0.0549,0.0868,True
36,Current,0.0799,0.0699,6.0,3,Employed,15000,0.0174,0.051,True
36,Completed,0.1029,0.0929,8.0,1,Full-time,7000,0.026,0.0666,True
36,Current,0.1715,0.1615,3.0,1,Employed,15000,0.0749,0.07554,True
36,Current,0.0649,0.0549,10.0,1,Employed,8000,0.01,0.0449,True
36,Current,0.195,0.185,4.0,2,Employed,25000,0.0824,0.08922000000000001,True
36,Current,0.1239,0.1139,9.0,1,Employed,11500,0.0399,0.0691,True
36,Completed,0.102,0.092,9.0,7,Full-time,9750,0.021,0.0708,True
36,Chargedoff,0.2599,0.2499,6.0,1,Employed,2500,0.112,0.1317,True
36,Completed,0.316,0.306,1.0,7,Full-time,3000,0.149,0.143,True
36,Completed,0.1399,0.1299,8.0,1,Employed,2500,0.0595,0.0682,True
12,Completed,0.1563,0.1463,7.0,13,Employed,4500,0.0799,0.0559,True
36,Current,0.1765,0.1665,7.0,3,Employed,15000,0.0749,0.08022,True
36,Completed,0.3,0.29,3.0,2,Full-time,4000,0.25,0.0231,True
36,Completed,0.2699,0.2599,6.0,2,Employed,2000,0.108,0.1454,True
36,Current,0.0766,0.0666,10.0,1,Other,15000,0.0149,0.05047,True
36,Completed,0.2725,0.2625,7.0,6,Full-time,5000,0.1,0.156,True
36,Completed,0.0599,0.0499,10.0,7,Employed,4999,0.013,0.037,True
36,Current,0.0869,0.0769,3.0,1,Employed,5000,0.0199,0.05516,True
36,Current,0.1274,0.1174,7.0,1,Other,15000,0.0424,0.0697,True
60,Current,0.2827,0.2727,3.0,1,Employed,15000,0.1175,0.1318,True
36,Current,0.2045,0.1945,3.0,1,Employed,2000,0.0899,0.0898,True
36,Defaulted,0.31,0.3,3.0,7,Retired,4500,0.25,0.0324,True
36,Defaulted,0.092,0.082,9.0,1,Full-time,4000,0.021,0.0608,True
60,Current,0.215,0.205,4.0,1,Employed,9500,0.1025,0.08578,True
36,Completed,0.26,0.25,7.0,1,Full-time,12000,0.098,0.1458,True
36,Chargedoff,0.2487,0.2387,4.0,15,Self-employed,3000,0.105,0.1278,False
36,Completed,0.0795,0.0695,9.0,5,Full-time,1000,0.021,0.0484,True
36,Current,0.2629,0.2529,3.0,1,Other,10000,0.1275,0.10307000000000001,True
36,Completed,0.3058,0.2958,5.0,1,Employed,4000,0.147,0.1352,True
60,Current,0.1465,0.1365,9.0,2,Employed,6500,0.0549,0.07408,True
36,Current,0.197,0.187,4.0,1,Employed,5000,0.0899,0.08284,True
36,Current,0.1449,0.1349,9.0,13,Employed,3000,0.0565,0.0761,True
60,Completed,0.2333,0.2233,8.0,13,Employed,5000,0.0799,0.1277,True
60,Current,0.166,0.156,10.0,6,Employed,10000,0.0624,0.08421000000000001,True
36,Completed,0.3177,0.3077,4.0,1,Employed,3785,0.1625,0.1174,True
36,Chargedoff,0.3177,0.3077,5.0,18,Employed,3000,0.165,0.1246,True
36,Completed,0.1099,0.0999,10.0,6,Employed,7000,0.0495,0.0488,True
36,Current,0.0809,0.0709,10.0,1,Employed,25000,0.0199,0.04929,True
36,Current,0.176,0.166,6.0,1,Employed,6000,0.0699,0.08528999999999999,True
36,Current,0.201,0.191,5.0,1,Employed,8578,0.0925,0.0837,True
36,Current,0.3199,0.3099,1.0,7,Employed,3454,0.165,0.1267,True
60,Completed,0.0949,0.0849,10.0,1,Employed,21500,0.0224,0.0603,True
36,Current,0.1449,0.1349,8.0,1,Employed,7000,0.0565,0.0761,True
36,Completed,0.2106,0.2006,9.0,3,Full-time,2000,0.065,0.1309,True
36,Current,0.1655,0.1555,4.0,1,Employed,10000,0.0674,0.07819,True
36,Current,0.1249,0.1149,7.0,1,Employed,12000,0.0374,0.07284,True
36,Defaulted,0.1385,0.1285,8.0,1,Full-time,6000,0.05,0.0764,True
36,Current,0.0605,0.0505,10.0,1,Other,12000,0.0074,0.04261,True
36,Current,0.176,0.166,6.0,14,Other,2000,0.0699,0.08528999999999999,True
60,Current,0.1269,0.1169,7.0,1,Employed,12500,0.0374,0.0748,True
36,Completed,0.2419,0.2319,5.0,1,Other,14000,0.1075,0.1051,True
36,Current,0.0789,0.0689,10.0,2,Employed,8000,0.0124,0.0554,True
36,Completed,0.2399,0.2299,3.0,3,Self-employed,10000,0.1,0.1243,False
36,Chargedoff,0.3199,0.3099,5.0,6,Self-employed,4000,0.147,0.1487,False
36,Current,0.1189,0.1089,7.0,1,Employed,3000,0.0374,0.06706000000000001,True
36,Current,0.1039,0.0939,8.0,1,Employed,28000,0.0299,0.06081,True
36,Current,0.0809,0.0709,5.0,3,Self-employed,15000,0.0199,0.04929,False
60,Current,0.1349,0.1249,5.0,7,Employed,4000,0.0424,0.07689,True
36,Current,0.1874,0.1774,5.0,1,Employed,3000,0.065,0.1083,True
12,Completed,0.0958,0.0858,7.0,6,Full-time,2000,0.041,0.0435,True
60,Current,0.261,0.251,5.0,14,Employed,6500,0.099,0.1458,True
36,Completed,0.1988,0.1888,5.0,1,Full-time,1000,0.18,-0.0018,True
36,Completed,0.3177,0.3077,3.0,3,Not employed,3000,0.165,0.1246,False
36,Current,0.1249,0.1149,5.0,14,Employed,4000,0.0374,0.0728,True
36,Completed,0.1095,0.0995,9.0,6,Employed,9500,0.035,0.0642,True
60,Current,0.1551,0.1451,10.0,1,Employed,7000,0.033,0.1115,True
60,Current,0.1159,0.1059,10.0,1,Employed,20000,0.0324,0.06967999999999999,True
36,Current,0.1203,0.1103,8.0,1,Employed,5500,0.0349,0.0712,True
36,Completed,0.35,0.34,4.0,1,Full-time,2200,0.19,0.1299,True
36,Current,0.2199,0.2099,3.0,13,Employed,2000,0.0925,0.1012,True
36,Current,0.2272,0.2172,3.0,1,Other,5000,0.0975,0.1025,True
36,Current,0.1485,0.1385,3.0,1,Employed,5500,0.0499,0.08154,True
36,Current,0.1559,0.1459,6.0,15,Employed,3000,0.0524,0.0858,True
60,Completed,0.1845,0.1745,8.0,7,Employed,15000,0.0595,0.112,True
36,PastDue,0.3134,0.3034,2.0,1,Employed,4000,0.1575,0.1185,True
36,Completed,0.0829,0.0729,9.0,2,Employed,5000,0.0325,0.0403,True
36,Current,0.1734,0.1634,5.0,7,Employed,3275,0.0624,0.0912,True
36,Current,0.1899,0.1799,4.0,1,Employed,4500,0.0724,0.0955,True
36,Chargedoff,0.2399,0.2299,5.0,6,Employed,2000,0.1,0.1243,True
36,Completed,0.2635,0.2535,7.0,1,Full-time,7500,0.1,0.1472,True
36,Completed,0.31,0.3,5.0,1,Full-time,5000,0.18,0.1024,True
60,Current,0.18,0.17,5.0,1,Employed,15000,0.0724,0.08627,True
60,Chargedoff,0.2468,0.2368,7.0,1,Employed,12000,0.089,0.1422,True
36,Current,0.2049,0.1949,7.0,3,Employed,3500,0.089,0.1014,True
36,Current,0.0964,0.0864,8.0,1,Full-time,10000,0.02,0.0662,True
60,Chargedoff,0.183,0.173,6.0,3,Employed,15000,0.042,0.128,True
36,Defaulted,0.2958,0.2858,6.0,13,Employed,3500,0.147,0.1257,True
36,Current,0.2199,0.2099,6.0,1,Self-employed,12500,0.0925,0.1012,False
60,Current,0.2024,0.1924,8.0,1,Employed,12000,0.0599,0.1214,True
36,Current,0.0699,0.0599,10.0,1,Employed,8500,0.0124,0.046560000000000004,True
36,Completed,0.1195,0.1095,9.0,1,Full-time,8500,0.015,0.0944,True
36,Completed,0.264,0.254,6.0,7,Part-time,2000,0.1,0.1477,True
36,Current,0.0974,0.0874,8.0,18,Employed,6000,0.0249,0.06,True
60,Current,0.1399,0.1299,9.0,1,Employed,14500,0.0449,0.0789,True
60,Current,0.2179,0.2079,6.0,1,Employed,11000,0.0799,0.1133,True
36,Current,0.1249,0.1149,4.0,1,Employed,9000,0.0374,0.0728,True
36,Current,0.1734,0.1634,4.0,1,Employed,7500,0.0624,0.0912,True
36,Completed,0.1414,0.1314,6.0,1,Employed,4000,0.0449,0.0803,True
60,Current,0.1419,0.1319,7.0,1,Employed,10000,0.0424,0.0836,False
36,Completed,0.2725,0.2625,7.0,1,Full-time,7500,0.1,0.156,True
36,Completed,0.3199,0.3099,4.0,3,Self-employed,6000,0.147,0.1487,False
36,Current,0.2769,0.2669,2.0,1,Employed,10000,0.1375,0.10544,True
60,Completed,0.183,0.173,5.0,2,Full-time,3500,0.042,0.128,True
36,Current,0.0604,0.0504,10.0,2,Employed,3500,0.0074,0.0425,True
36,Current,0.2859,0.2759,8.0,2,Employed,4000,0.1375,0.1137,True
36,Current,0.14,0.13,7.0,1,Employed,4000,0.0499,0.07343999999999999,True
12,Current,0.1389,0.1289,3.0,1,Employed,15000,0.0674,0.0532,True
60,Current,0.1699,0.1599,9.0,1,Employed,11347,0.0595,0.0976,True
36,Completed,0.092,0.082,9.0,1,Full-time,4125,0.021,0.0608,True
36,Completed,0.3134,0.3034,5.0,15,Not employed,4000,0.1575,0.1185,False
36,Current,0.1799,0.1699,8.0,7,Employed,5000,0.0595,0.1074,True
36,PastDue,0.1679,0.1579,8.0,13,Employed,3000,0.0599,0.0953,True
36,Current,0.2045,0.1945,4.0,7,Employed,15000,0.0899,0.0898,True
36,Chargedoff,0.2625,0.2525,7.0,7,Full-time,2500,0.1,0.1463,True
36,PastDue,0.2524,0.2424,7.0,19,Employed,2000,0.1175,0.1189,True
60,Completed,0.2899,0.2799,6.0,1,Employed,15000,0.112,0.1609,True
36,PastDue,0.1902,0.1802,4.0,1,Employed,7500,0.065,0.111,True
36,Current,0.0974,0.0874,8.0,1,Employed,9000,0.0249,0.06,True
60,Current,0.162,0.152,8.0,1,Employed,35000,0.0599,0.08321,True
36,Current,0.1099,0.0999,9.0,1,Employed,5500,0.0324,0.06387999999999999,True
60,Current,0.2694,0.2594,3.0,14,Employed,10000,0.1375,0.09858,True
60,Current,0.2809,0.2709,3.0,2,Employed,3500,0.1225,0.1248,True
36,Current,0.1199,0.1099,6.0,1,Employed,6000,0.0399,0.06526,True
60,Current,0.1905,0.1805,10.0,1,Employed,15000,0.0849,0.08227000000000001,True
36,Current,0.0849,0.0749,9.0,3,Employed,4000,0.0199,0.0532,True
36,Current,0.2049,0.1949,6.0,1,Employed,4000,0.0824,0.0984,True
36,Completed,0.092,0.082,9.0,7,Full-time,5550,0.021,0.0608,True
60,Current,0.1819,0.1719,5.0,1,Employed,22500,0.0599,0.102,True
36,Current,0.208,0.198,3.0,1,Employed,15000,0.0975,0.08474,True
36,Current,0.1626,0.1526,8.0,1,Employed,2700,0.0565,0.0935,True
36,Current,0.1459,0.1359,6.0,2,Employed,12000,0.0474,0.0818,True
60,Current,0.1346,0.1246,8.0,13,Employed,4000,0.0299,0.0906,True
60,Current,0.1299,0.1199,6.0,1,Employed,15000,0.0399,0.07487,True
36,Current,0.2999,0.2899,1.0,1,Full-time,4000,0.149,0.1276,True
60,Current,0.2024,0.1924,6.0,2,Employed,13000,0.0599,0.1214,True
36,Chargedoff,0.2,0.19,9.0,7,Full-time,3000,0.065,0.1206,True
60,PastDue,0.2398,0.2298,7.0,1,Employed,5000,0.0849,0.1281,True
36,Completed,0.34,0.33,5.0,7,Full-time,1000,0.18,0.1305,True
60,Current,0.2199,0.2099,8.0,2,Employed,10000,0.0595,0.1467,True
36,Current,0.1799,0.1699,8.0,7,Other,13000,0.0595,0.1074,True
36,Chargedoff,0.3177,0.3077,3.0,6,Employed,2000,0.1725,0.1171,False
36,Current,0.2015,0.1915,4.0,1,Other,10000,0.0874,0.08976,True
36,Completed,0.2199,0.2099,6.0,2,Full-time,2000,0.098,0.1068,True
36,Current,0.1034,0.0934,8.0,1,Employed,6000,0.0274,0.0631,True
36,Current,0.1089,0.0989,8.0,2,Employed,3500,0.0299,0.0657,True
60,Current,0.1269,0.1169,9.0,1,Employed,19803,0.0374,0.0748,True
60,Current,0.1299,0.1199,7.0,1,Employed,10000,0.0399,0.07487,True
60,Current,0.1346,0.1246,8.0,1,Employed,13125,0.0299,0.0906,True
60,Current,0.2284,0.2184,2.0,2,Employed,11500,0.0874,0.1147,True
60,Current,0.1314,0.1214,9.0,1,Employed,19000,0.0449,0.07077,True
36,Current,0.3134,0.3034,3.0,1,Employed,4000,0.1575,0.1185,False
60,Current,0.2398,0.2298,7.0,1,Other,10000,0.0849,0.1281,True
60,Current,0.1875,0.1775,6.0,1,Employed,6500,0.0824,0.08223,True
60,Current,0.1223,0.1123,8.0,6,Employed,15000,0.0249,0.0842,True
36,Current,0.0799,0.0699,10.0,1,Employed,7500,0.01,0.0599,True
36,Current,0.1159,0.1059,10.0,1,Employed,7500,0.0324,0.06967999999999999,True
60,Current,0.1219,0.1119,8.0,1,Employed,21513,0.0349,0.0727,True
36,Completed,0.2419,0.2319,5.0,1,Employed,3000,0.1075,0.1051,True
36,Current,0.176,0.166,4.0,1,Self-employed,5000,0.0699,0.08528999999999999,False
60,Current,0.1334,0.1234,8.0,2,Full-time,10000,0.0399,0.0782,True
36,Completed,0.1609,0.1509,6.0,1,Employed,15000,0.052,0.0963,True
36,Current,0.2235,0.2135,2.0,20,Employed,10000,0.1075,0.08821,True
36,Current,0.0869,0.0769,10.0,7,Employed,15000,0.0199,0.05516,True
36,Completed,0.1469,0.1369,7.0,15,Employed,2000,0.042,0.0926,True
60,Current,0.1039,0.0939,6.0,1,Employed,4000,0.0299,0.06081,True
36,Current,0.1485,0.1385,6.0,1,Employed,4500,0.0599,0.07045,True
60,Current,0.208,0.198,4.0,7,Employed,9000,0.0975,0.08474,True
36,Current,0.2958,0.2858,8.0,7,Employed,3500,0.147,0.1257,True
36,Current,0.2932,0.2832,4.0,1,Full-time,3500,0.1425,0.115,True
36,Current,0.1899,0.1799,4.0,13,Employed,12500,0.0724,0.0955,True
36,Completed,0.18,0.17,6.0,7,Other,7750,0.077,0.0891,False
60,Current,0.192,0.182,4.0,1,Employed,15000,0.0899,0.0782,True
60,Completed,0.1752,0.1652,6.0,1,Employed,15000,0.0449,0.1127,True
60,Chargedoff,0.2468,0.2368,7.0,6,Employed,4000,0.089,0.1422,True
36,Current,0.1299,0.1199,7.0,3,Employed,10000,0.0399,0.0749,True
60,Current,0.1519,0.1419,8.0,6,Employed,6500,0.0474,0.0876,True
36,Current,0.3199,0.3099,4.0,7,Employed,5500,0.147,0.1487,True
36,Chargedoff,0.2561,0.2461,6.0,1,Employed,10000,0.112,0.128,True
36,Current,0.152,0.142,7.0,1,Employed,35000,0.0524,0.08209,True
36,Chargedoff,0.3127,0.3027,2.0,3,Self-employed,4000,0.165,0.12,False
36,Current,0.145,0.135,4.0,1,Other,10000,0.0574,0.0699,True
36,Current,0.0819,0.0719,7.0,1,Employed,20000,0.0174,0.05297999999999999,True
36,Current,0.0819,0.0719,9.0,1,Employed,20000,0.0174,0.05297999999999999,True
36,Current,0.1449,0.1349,8.0,16,Employed,6500,0.0565,0.0761,True
60,Current,0.192,0.182,4.0,1,Employed,4000,0.0899,0.0782,True
36,Current,0.3177,0.3077,3.0,7,Self-employed,4000,0.1675,0.1124,False
36,Current,0.2639,0.2539,3.0,2,Employed,3000,0.1225,0.1093,True
36,Completed,0.2699,0.2599,6.0,7,Not employed,4200,0.112,0.1414,False
36,Current,0.2599,0.2499,7.0,2,Other,2000,0.108,0.1357,True
36,Current,0.2599,0.2499,6.0,7,Employed,5000,0.112,0.1317,True
60,Current,0.1551,0.1451,8.0,2,Other,25000,0.033,0.1115,True
36,Chargedoff,0.2537,0.2437,5.0,7,Employed,8000,0.105,0.1327,True
36,Completed,0.3199,0.3099,3.0,7,Not employed,3093,0.203,0.0887,False
36,Completed,0.3199,0.3099,4.0,7,Employed,7362,0.147,0.1487,True
36,Current,0.3199,0.3099,4.0,1,Employed,4000,0.183,0.1087,True
36,Current,0.176,0.166,5.0,1,Employed,13000,0.0699,0.08528999999999999,True
36,Completed,0.2699,0.2599,6.0,2,Employed,4000,0.108,0.1454,True
60,Current,0.176,0.166,6.0,1,Employed,20000,0.0699,0.08528999999999999,True
36,Completed,0.124,0.114,8.0,1,Full-time,17500,0.021,0.0926,True
36,Current,0.0749,0.0649,10.0,10,Employed,13000,0.0099,0.0542,True
60,Current,0.2099,0.1999,4.0,1,Employed,6500,0.0749,0.1115,True
36,Current,0.1734,0.1634,4.0,13,Employed,4000,0.0624,0.0912,True
36,Current,0.2452,0.2352,5.0,1,Employed,11000,0.119,0.1104,True
36,Chargedoff,0.343,0.333,6.0,3,Full-time,3000,0.14,0.1776,True
60,Chargedoff,0.261,0.251,4.0,2,Employed,5000,0.099,0.1458,True
36,Current,0.1089,0.0989,9.0,2,Employed,15000,0.0299,0.0657,True
36,Current,0.3134,0.3034,3.0,7,Employed,2000,0.1625,0.11348,True
36,Completed,0.1195,0.1095,9.0,1,Full-time,5000,0.021,0.0881,True
36,Current,0.184,0.174,4.0,2,Employed,5500,0.0799,0.08172,True
36,Current,0.1899,0.1799,8.0,7,Employed,3000,0.061,0.1147,True
36,Current,0.2099,0.1999,5.0,14,Other,2500,0.0849,0.1003,True
60,Current,0.2916,0.2816,2.0,15,Full-time,4000,0.1325,0.1241,True
60,Current,0.2085,0.1985,6.0,15,Employed,9100,0.0925,0.09066,True
36,Current,0.152,0.142,7.0,1,Employed,7500,0.0524,0.08209,True
36,Current,0.1139,0.1039,8.0,1,Employed,6000,0.0349,0.06498999999999999,True
36,Current,0.162,0.152,5.0,15,Employed,7700,0.0649,0.07766,True
60,Completed,0.2468,0.2368,7.0,1,Employed,5000,0.089,0.1422,True
60,Current,0.1797,0.1697,6.0,14,Employed,15000,0.0474,0.1141,True
36,Current,0.198,0.188,4.0,1,Other,2500,0.0849,0.08926,True
36,Completed,0.111,0.101,8.0,1,Employed,10000,0.02,0.0807,True
36,Chargedoff,0.2199,0.2099,6.0,2,Employed,6000,0.0925,0.1012,True
36,Chargedoff,0.139,0.129,8.0,1,Employed,11000,0.038,0.0905,True
60,Completed,0.1385,0.1285,8.0,1,Employed,6000,0.02,0.108,True
36,Completed,0.1559,0.1459,7.0,3,Employed,4000,0.052,0.0914,True
36,Chargedoff,0.3435,0.3335,6.0,7,Retired,4600,0.142,0.1761,True
36,Current,0.3177,0.3077,5.0,13,Employed,4000,0.1625,0.1174,True
36,Current,0.1656,0.1556,6.0,2,Employed,15000,0.052,0.1009,True
36,Current,0.0999,0.0899,9.0,18,Employed,20000,0.033,0.0567,True
36,Completed,0.298,0.288,8.0,1,Full-time,3000,0.08,0.2011,True
36,Completed,0.1274,0.1174,8.0,1,Employed,6000,0.0424,0.0697,True
36,Current,0.15,0.14,5.0,1,Self-employed,7500,0.0574,0.07463,False
36,Current,0.1679,0.1579,5.0,7,Employed,20000,0.0599,0.0888,True
36,Completed,0.1655,0.1555,6.0,1,Employed,11500,0.0674,0.07819,True
36,Current,0.173,0.163,7.0,1,Employed,7000,0.0674,0.08524,True
36,Current,0.162,0.152,3.0,1,Employed,4000,0.0649,0.07766,True
60,Current,0.152,0.142,6.0,1,Employed,6000,0.0524,0.08209,True
36,Completed,0.2699,0.2599,5.0,1,Employed,3500,0.112,0.1414,True
36,Defaulted,0.3127,0.3027,3.0,2,Other,2800,0.165,0.12,True
36,Current,0.0599,0.0499,10.0,2,Employed,5000,0.01,0.04,True
36,Current,0.14,0.13,5.0,2,Employed,11500,0.0499,0.07343999999999999,True
36,Current,0.1203,0.1103,10.0,2,Full-time,9000,0.0349,0.0712,True
36,Completed,0.28,0.27,5.0,1,Full-time,4000,0.19,0.0643,True
36,Current,0.1249,0.1149,7.0,1,Employed,11700,0.0374,0.0728,True
60,Current,0.2804,0.2704,7.0,1,Employed,4000,0.1125,0.1512,True
60,Current,0.2415,0.2315,4.0,1,Employed,10000,0.0874,0.1269,True
36,Current,0.1359,0.1259,7.0,1,Employed,15000,0.0424,0.0778,True
36,Current,0.1765,0.1665,2.0,1,Other,15000,0.0749,0.08022,True
36,Current,0.092,0.082,6.0,1,Employed,4500,0.0249,0.0547,True
36,Current,0.144,0.134,8.0,1,Other,3500,0.0474,0.08004,True
36,Chargedoff,0.3199,0.3099,4.0,3,Full-time,3000,0.147,0.1487,True
36,Current,0.1679,0.1579,3.0,18,Self-employed,2000,0.0599,0.0888,False
36,Completed,0.2175,0.2075,8.0,1,Full-time,1000,0.1,0.1025,False
36,Current,0.197,0.187,4.0,2,Employed,10000,0.0899,0.08284,True
60,Chargedoff,0.3304,0.3204,6.0,2,Employed,4000,0.147,0.1587,True
60,Current,0.152,0.142,5.0,1,Employed,8000,0.0524,0.08209,True
36,Chargedoff,0.3177,0.3077,4.0,13,Other,4000,0.1625,0.1271,False
60,Current,0.2624,0.2524,6.0,1,Employed,13000,0.1025,0.1295,True
36,Current,0.162,0.152,7.0,1,Employed,2500,0.0649,0.07766,True
36,Completed,0.1449,0.1349,8.0,1,Other,3240,0.0565,0.0761,True
